NSimbolos	MaxPos	encoded	decoded	==?
596	817	011101001010001000010101111101100100111101101100111010100000000001111010101101110011111000000000111010011011111011011000010111111011	56110444245952299160400461286484520427280	True
596	858	011101001010001000010101111101100100111101101100111010100000000001111010101101110011111000000000111010011011111011011000010111111011010111011	56110444245952299160400461286484520427280152	True
596	872	01110100101000100001010111110110010011110110110011101010000000000111101010110111001111100000000011101001101111101101100001011111101101011101101100010	56110444245952299160400461286484520427280152261	True
596	873	01110100101000100001010111110110010011110110110011101010000000000111101010110111001111100000000011101001101111101101100001011111101101011101101100010100110111	56110444245952299160400461286484520427280152261324	True
596	873	0111010010100010000101011111011001001111011011001110101000000000011110101011011100111110000000001110100110111110110110000101111110110101110110110001010011011111100100	56110444245952299160400461286484520427280152261324176	True
596	890	0111010010100010000101011111011001001111011011001110101000000000011110101011011100111110000000001110100110111110110110000101111110110101110110110001010011011111100100100111101	56110444245952299160400461286484520427280152261324176321	True
596	893	011101001010001000010101111101100100111101101100111010100000000001111010101101110011111000000000111010011011111011011000010111111011010111011011000101001101111110010010011110111110000	56110444245952299160400461286484520427280152261324176321164	True
597	883	001110010101110101001011010100111111000101000111000010101001001101001110111010110111110111000	17434220746319033144171566205	True
597	883	001110010101110101001011010100111111000101000111000010101001001101001110111010110111110111000110001011	17434220746319033144171566205430	True
597	883	00111001010111010100101101010011111100010100011100001010100100110100111011101011011111011100011000101111011010	1743422074631903314417156620543099	True
597	891	001110010101110101001011010100111111000101000111000010101001001101001110111010110111110111000110001011110110101010000011	1743422074631903314417156620543099538	True
597	891	001110010101110101001011010100111111000101000111000010101001001101001110111010110111110111000110001011110110101010000011101110101	1743422074631903314417156620543099538583	True
597	896	0011100101011101010010110101001111110001010001110000101010010011010011101110101101111101110001100010111101101010100000111011101011111101100	174342207463190331441715662054309953858316	True
597	897	0011100101011101010010110101001111110001010001110000101010010011010011101110101101111101110001100010111101101010100000111011101011111101100000100001	174342207463190331441715662054309953858316306	True
597	897	0011100101011101010010110101001111110001010001110000101010010011010011101110101101111101110001100010111101101010100000111011101011111101100000100001010001001	174342207463190331441715662054309953858316306397	True
597	897	001110010101110101001011010100111111000101000111000010101001001101001110111010110111110111000110001011110110101010000011101110101111110110000010000101000100110111010	174342207463190331441715662054309953858316306397342	True
597	897	001110010101110101001011010100111111000101000111000010101001001101001110111010110111110111000110001011110110101010000011101110101111110110000010000101000100110111010001100101	174342207463190331441715662054309953858316306397342509	True
597	899	00111001010111010100101101010011111100010100011100001010100100110100111011101011011111011100011000101111011010101000001110111010111111011000001000010100010011011101000110010101001000	174342207463190331441715662054309953858316306397342509133	True
598	881	11001111000000011111011101011000001011000011000011110010001000001110110110101110011001111001	3376449943119119010752011169	True
598	881	1100111100000001111101110101100000101100001100001111001000100000111011011010111001100111100101001100	337644994311911901075201116941	True
598	881	1100111100000001111101110101100000101100001100001111001000100000111011011010111001100111100101001100011001001	337644994311911901075201116941326	True
598	881	1100111100000001111101110101100000101100001100001111001000100000111011011010111001100111100101001100011001001101010011	337644994311911901075201116941326528	True
598	881	110011110000000111110111010110000010110000110000111100100010000011101101101011100110011110010100110001100100110101001101101010	337644994311911901075201116941326528536	True
598	881	110011110000000111110111010110000010110000110000111100100010000011101101101011100110011110010100110001100100110101001101101010011000111	33764499431191190107520111694132652853684	True
598	881	11001111000000011111011101011000001011000011000011110010001000001110110110101110011001111001010011000110010011010100110110101001100011111101100	33764499431191190107520111694132652853684301	True
598	881	1100111100000001111101110101100000101100001100001111001000100000111011011010111001100111100101001100011001001101010011011010100110001111110110011101001111	3376449943119119010752011169413265285368430170	True
598	881	1100111100000001111101110101100000101100001100001111001000100000111011011010111001100111100101001100011001001101010011011010100110001111110110011101001111000000001	337644994311911901075201116941326528536843017081	True
